"Index","MMM.Close","AXP.Close","AAPL.Close","BA.Close","CAT.Close","CVX.Close","CSCO.Close","KO.Close","DWDP.Close","XOM.Close","GS.Close","HD.Close","IBM.Close","INTC.Close","JNJ.Close","JPM.Close","MCD.Close","MRK.Close","MSFT.Close","NKE.Close","PFE.Close","PG.Close","TRV.Close","UNH.Close","UTX.Close","VZ.Close","V.Close","WMT.Close","WBA.Close","DIS.Close","mmm_r","axp_r","aapl_r","ba_r","cat_r","cvx_r","csco_r","ko_r","dwdp_r","xom_r","gs_r","hd_r","ibm_r","intc_r","jnj_r","jpm_r","mcd_r","mrk_r","msft_r","nke_r","pfe_r","pg_r","trv_r","unh_r","utx_r","vz_r","v_r","wmt_r","wba_r","dis_r"
"2017-02-01",175.169998,76.760002,128.75,163.970001,95.110001,111,30.5,41.259998,60.299999,82.940002,230.669998,137.440002,174.289993,36.52,113.230003,84.949997,122.419998,62.099998,63.580002,53.02,31.67,87.330002,116.540001,162.710007,108.18,48.389999,82.440002,66.230003,81.040001,111.300003,0.00200000635254938,0.00496285467466429,0.0591936238524875,0.00335992864229606,-0.00576615305847472,-0.00314817442965953,-0.00718719211402163,-0.00748529409453891,0.0111732672442955,-0.0113889260057798,0.00586967047659215,-0.00101810784711454,-0.00131883280477485,-0.00818112007816385,-0.000176589542450145,0.00377403456945746,-0.00122455626735007,0.00177284275621759,-0.0166891492145851,0.00226582418944332,-0.00189274504455605,-0.00308690578401638,-0.0105838987303457,0.00375605241673416,-0.0136793320923081,-0.0127311579736569,-0.00326972133105308,-0.00767086556261098,-0.0110444242468155,0.0058572006636064
"2017-02-02",174.179993,76.510002,128.529999,162.259995,93.769997,112.209999,31.18,41.400002,59.860001,83.449997,230.410004,136.949997,174.580002,36.68,113.57,84.589996,123.220001,64.18,63.169998,52.799999,31.73,87.760002,117.629997,160.759995,108.360001,48.279999,82.300003,66.699997,80.589996,110.610001,-0.00566771246979414,-0.00326221981060204,-0.00171020720209025,-0.0104835342082765,-0.0141891835700774,0.0108419054525788,0.0220501800162647,0.00338746997043904,-0.00732356801919298,0.00613013522612071,-0.00112776102380607,-0.00357159898446824,0.00166256239262719,0.00437159166149614,0.00299821208286133,-0.00424680377404041,0.00651364461626702,0.0329456789483977,-0.00646951368907889,-0.00415802908805762,0.00189274504455605,0.00491176942912119,0.00930950917297846,-0.012056979693817,0.00166252000211031,-0.00227578462297995,-0.00169963614729784,0.00707133015048544,-0.00556834957754404,-0.00621877528073966
"2017-02-03",175.039993,78.040001,129.080002,162.399994,93.279999,113.57,31.32,41.540001,60.209999,83.540001,240.949997,137.979996,175.820007,36.52,113.639999,87.18,124.239998,64.290001,63.68,52.360001,32.09,87.410004,117.779999,161.869995,109.650002,48.580002,86.080002,66.5,80.470001,110.300003,0.0049252721664752,0.0198000511847178,0.00427005033627292,0.000862434629587128,-0.00523923155658768,0.012047280138642,0.00448000749297162,0.00337591338070187,0.00582991573762026,0.00107795688117029,0.0447290826176276,0.00749284432497177,0.00707768347320759,-0.00437159166149614,0.000616161282714245,0.0301589377812386,0.00824377904056561,0.00171247802640284,0.00804106828611761,-0.00836821163257451,0.0112818495266613,-0.00399610040264964,0.00127438955736725,0.00688097457814774,0.0118344666583594,0.00619458922641059,0.0449059755126466,-0.00300296028225766,-0.00149006611743641,-0.00280655649693085
"2017-02-06",175.100006,77.82,130.289993,163.979996,92.870003,112.980003,31.299999,41.560001,60.02,83.309998,239.979996,136.490005,175.860001,36.27,113.400002,86.769997,124.449997,64.940002,63.639999,52.799999,32.23,87.400002,117.669998,160.509995,110.68,48.029999,85.830002,66.400002,80.800003,109.57,0.00034279431518236,-0.00282306101244423,0.00933029881050729,0.00968205399304889,-0.00440501379063463,-0.00520854845306662,-0.000638805525376984,0.000481347771475793,-0.00316059485559794,-0.00275700505924714,-0.00403386076743839,-0.0108573296274299,0.000227445400719617,-0.00686910243195671,-0.00211413925593273,-0.00471404157901034,0.00168884196497743,0.0100596837642453,-0.000628353779929647,0.00836821163257451,0.00435324070558085,-0.000114432808965503,-0.000934389546866754,-0.00843729828246431,0.00934966181497465,-0.0113861698868187,-0.00290850061567038,-0.00150486105893854,0.00409254607072906,-0.00664033904070394
"2017-02-07",175.759995,77.720001,131.529999,166.5,93.309998,111.389999,31.450001,41.900002,59.790001,82.769997,239.619995,136.649994,178.460007,36.349998,113.480003,86.720001,124.589996,64.199997,63.43,52.810001,32.080002,88.010002,117.760002,160.529999,111.25,48.040001,85.779999,66.889999,81.43,109,0.00376212607053183,-0.00128583018046768,0.00947227338932333,0.0152508646456857,0.00472656372086444,-0.0141732905708558,0.00478094934572626,0.00814768436816404,-0.00383940039420416,-0.00650292532780838,-0.00150125552280578,0.00117147996545874,0.0146762960592834,0.00220319566408289,0.00070522744669077,-0.000576356008535228,0.00112430949793207,-0.0114606335054166,-0.00330525211039223,0.000189413881827249,-0.00466485048489496,0.00695516156562537,0.000764592485110072,0.000124619987539099,0.00513676612762382,0.000208223171357158,-0.000582751600998854,0.00735237757752927,0.00776675282327854,-0.00521573218815874
"2017-02-08",177.070007,77.800003,132.039993,163.809998,92.910004,111.580002,31.27,42.02,59.73,81.480003,237.729996,137.880005,176.169998,36.380001,113.400002,85.959999,124.669998,64.32,63.34,53.880001,32.139999,88.330002,117.809998,160.309998,110.400002,48.369999,85.089996,67.809998,81.529999,109,0.00742577452204163,0.00102883236881635,0.00386989909289426,-0.0162881020132257,-0.00429593610636392,0.0017042924621089,-0.00573984347320167,0.00285982075606661,-0.00100403287380235,-0.0157080124748319,-0.00791875526101116,0.00896090944579964,-0.0129150991101028,0.000825051618712269,-0.00070522744669077,-0.00880248908170955,0.000641916109065832,0.00186746090376833,-0.00141989453531188,0.0200587844472766,0.00186848385303762,0.00362935628899397,0.000424468317278048,-0.0013714065362036,-0.00766976908741235,0.00684574813315075,-0.00807639457858933,0.0136601830211767,0.00122728293035568,0
"2017-02-09",178.179993,78.18,132.419998,164.279999,93.959999,112.260002,31.5,41.25,60.259998,81.839996,241.550003,138.710007,177.210007,35.459999,114.080002,87.199997,124.480003,64.389999,64.059998,55.310001,32.380001,88.669998,118.779999,160.440002,110.089996,48.810001,85.580002,69.080002,82.379997,109.489998,0.00624906185586926,0.00487239062005251,0.00287382042248829,0.0028650755939168,0.011237823442249,0.00607578698809697,0.00732837436183731,-0.0184945826361647,0.00883409376842792,0.00440844459005874,0.015940944335834,0.00600169532811456,0.00588608290203219,-0.0256139281323344,0.00597856526720619,0.0143222363702717,-0.0015251457841936,0.0010877011490189,0.0113030718497873,0.0261943719845736,0.00743964993726065,0.00384176743696862,0.00819989388724895,0.000810625141816956,-0.00281197521053489,0.00905546422574099,0.00574216150620099,0.0185556350288412,0.0103716141819321,0.00448532038968175
"2017-02-10",179,78.480003,132.119995,166.229996,96.309998,113.050003,31.51,40.580002,61.189999,82.519997,242.720001,139.850006,178.679993,35.34,115.239998,87,125.82,64.150002,64,56.220001,32.349998,87.970001,119.730003,160.75,111.050003,48.98,85.900002,68.019997,83.309998,109.260002,0.00459156983437303,0.00382999311859766,-0.00226811171503716,0.0118000644831326,0.0247029856586112,0.00701259793107134,0.000317409937596214,-0.0163757290976601,0.0153152606192668,0.00827457908071327,0.00483201629999108,0.00818498931088207,0.00826094781932607,-0.00338980555372137,0.0101169186636998,-0.0022961778566799,0.0107072296115458,-0.00373420378115608,-0.000937029600609485,0.0163188411791504,-0.000927020009644508,-0.00792573220427784,0.00796619861633996,0.00193030975015773,0.00868240060689196,0.00347682113736081,0.00373221791447964,-0.0154635467560436,0.0112259133887678,-0.00210282134629303
"2017-02-13",181.020004,78.910004,133.289993,168.029999,98.5,113.910004,31.969999,40.619999,61.560001,83,246.270004,139.869995,179.360001,35.799999,115.879997,88.150002,125.540001,64.769997,64.720001,56.09,32.610001,88.309998,119.709999,161.990005,112.019997,48.549999,86.440002,67.769997,83.43,109.650002,0.0112217386552755,0.0054641597401961,0.00881659042065319,0.0107701814542098,0.0224844133715463,0.00757847276635282,0.014492976023242,0.000985147850793844,0.00602856408308305,0.00579995594837079,0.0145199915504248,0.000142921492653159,0.00379850759149303,0.0129323985821426,0.00553825415105624,0.0131318128778943,-0.00222787328690988,0.00961836463851107,0.0111872048417387,-0.0023150397454037,0.00800506134356205,0.00385747020112426,-0.000167089875371396,0.00768427268041982,0.00869682264545979,-0.00881787738401041,0.00626670250302475,-0.00368216059372717,0.00143939093388745,0.00356311183121871
"2017-02-14",181.600006,79.410004,135.020004,168.5,98.089996,112.519997,32.310001,40.529999,61.720001,82.82,249.460007,141.360001,180.130005,35.93,116.360001,89.559998,125.809998,65.660004,64.57,56.450001,32.75,87.860001,120.239998,163.130005,111.57,48.27,86.849998,68.660004,83.790001,110.330002,0.00319895471080933,0.00631634205500564,0.0128957921401076,0.00279322085388412,-0.00417116438069609,-0.0122777410675337,0.0105788789941514,-0.00221811556668872,0.00259571848217099,-0.00217102967917704,0.0128700984875536,0.0105964510418461,0.00428387529396801,0.00362473565173405,0.0041336952087212,0.0158688378666776,0.00214837561107828,0.0136474861162501,-0.0023203815630346,0.0063977647902167,0.00428394161459345,-0.00510867890384237,0.00441758590156205,0.00701282380046298,-0.00402520339566514,-0.00578392446760967,0.00473191488278246,0.0130472714069816,0.00430572364581039,0.00618239979589941
