Date,AAPL,MSFT,INTC,YHOO,AMZN,TGT,WBA,M,KSS,BBY,PLKI,PRLB
6/24/2013,-0.13,0.45,-0.615,-1.125,-2.75,-0.54,-0.66,-0.72,-0.76,-0.45,-0.15,1.4
6/21/2013,0.45,-0.225,0.01,-0.16,-0.08,0.17,0.37,0.04,0.03,0.18,-0.49,-1.01
6/20/2013,-0.72,-1.1,-0.815,-0.89,-4.72,-0.22,-1.89,-1.51,-1.23,-1.07,-0.92,-2.86
6/19/2013,-0.8,-0.39,-0.465,-0.42,-3.6,-1.28,-0.67,-0.99,-0.65,-0.4,-0.08,1.34
6/18/2013,0.82,-0.02,0.365,0.12,3.7,0.3,0.52,0.51,-0.31,0.65,0.69,3.07
6/17/2013,1.22,0.6,0.18,0.26,4.07,0.83,0.2,0.33,0.6,0.54,0.07,2.31
6/14/2013,-0.89,-0.315,-0.07,-0.09,-1.8,-0.56,0.11,-0.28,0.24,-0.69,-0.03,1.78
6/13/2013,0.52,-0.285,0.53,0.48,4.12,0.16,0.73,0.7,0.71,0.68,-0.11,1.95
6/12/2013,-0.26,0.16,-0.25,-0.51,-3.11,-0.57,-0.2,-0.5,-0.07,-1.01,-0.15,-1.4
6/11/2013,-0.55,-0.63,-0.3,-0.34,-6.29,0.12,-0.11,-0.37,-0.44,-0.15,-0.65,-1.33
6/10/2013,0.06,-0.2,0.42,-0.3,4.2,-0.48,0.23,0.32,-0.25,0.68,0.05,-0.41
6/7/2013,0.51,0.71,-0.06,0.83,9.04,0.1,1.18,0.22,0.62,-0.32,0.01,2.15
6/6/2013,0.38,0.18,-0.05,0.46,0.66,0.09,-0.39,1.03,0.37,0.59,0.09,2.89
6/5/2013,-0.81,-0.21,-0.66,-0.51,1.47,-1.34,0.6,-1.03,-0.88,-0.31,-0.98,-1.48
6/4/2013,-0.19,-0.6,0.12,-0.13,-1.18,0.46,-0.47,-0.36,0.42,0.04,0.91,0.04
6/3/2013,0.02,0.69,0.96,0.09,-2.32,1.55,0.74,0.41,0.02,-0.19,-1.15,-2.28
5/31/2013,-0.69,-0.13,0.07,-0.03,2.37,-0.32,-1.25,-0.85,0.29,-0.19,0.91,-0.17
5/30/2013,0.51,0.15,-0.06,0.52,1.3,0.4,-0.53,0.34,-0.42,0.7,0.72,1.91
5/29/2013,-0.39,-0.14,0.19,-0.26,-1.76,-0.09,-0.69,-0.57,-0.09,0.31,0.35,-0.59
5/28/2013,0.38,0.751,0.157,-0.26,5.55,-0.21,-0.54,0.21,-0.28,0.7,1.03,0.22
5/24/2013,-0.23,0.119,-0.127,0.31,-0.06,1.05,0.37,0.23,-0.23,-0.26,0.1,0.53
5/23/2013,-0.28,-0.46,-0.02,-0.52,-1.16,0.27,0.26,-0.02,0.06,0.64,0.26,0.84
5/22/2013,-1.04,-0.24,-0.08,-0.46,-5.9,-2.86,0.03,-0.43,-0.27,0.01,-0.63,-3.49
5/21/2013,0.01,-0.23,0.07,0.42,1.23,0.61,0.36,0.58,1.15,-1.17,-0.01,-0.12
5/20/2013,-0.22,0.21,0.04,0.06,-2.27,-0.41,0.14,0.18,-0.38,-0.09,0.09,0.99
5/17/2013,0.49,0.79,0.1,-0.06,5.78,1.06,0.5,0.79,-0.45,1,0.01,0.77
5/16/2013,0.51,0.235,-0.26,-0.76,-2.44,-0.39,-0.92,-0.69,2.35,-0.5,-0.08,-0.34
5/15/2013,0.38,0.315,0.36,0.7,-1.77,0.95,0.44,1.18,0.49,-0.34,-0.29,-2.1
5/14/2013,0.03,0.5,-0.24,0.25,3.82,0,0.52,0.51,1.02,1.43,0.57,-0.13
5/13/2013,-0.65,0.34,-0.42,-0.44,0.88,-0.3,0.35,-0.35,-0.73,-0.06,-0.07,-2.21
5/10/2013,0.79,0.03,0.14,0.59,3.47,0.26,0.91,0.78,0.69,-0.23,0.07,4.18
5/9/2013,-0.37,-0.33,0.11,-0.17,1.48,-0.32,-1.31,-0.19,1.21,0.09,-0.18,0.19
5/8/2013,0.16,-0.32,0.1,0.34,0.95,-0.75,-0.07,0.14,-0.66,-0.61,0.21,0.17
5/7/2013,0.26,-0.44,0.24,0.9,2.01,0.52,1.35,0.5,-0.58,-0.22,0.7,0.09
5/6/2013,0.47,0.26,-0.05,0.1,-2.33,-0.47,-0.18,-0.23,-0.07,-0.18,0.47,-0.55
5/3/2013,0.3,0.33,-0.15,0.1,5.5,1.31,-0.86,1.45,1.31,0.26,0.4837,2.63
5/2/2013,0.83,0.44,0.12,0.67,4.32,-1.35,-0.06,0.08,0.4,0.36,0.4463,1.74
5/1/2013,-1.4,-0.38,0.04,-0.43,-5.58,-0.02,-0.57,0.1,-0.46,-0.09,-0.58,-0.4
4/30/2013,-0.16,0.49,0.19,0.3,4.07,-0.08,0.09,-0.47,-0.26,1.79,-0.53,0.59
4/29/2013,0.52,0.82,0.36,-0.25,-5.07,0.12,0.15,0.44,-0.96,0.7,-0.58,0.99
4/26/2013,-0.59,-0.15,0.02,-0.52,-19.89,-0.15,-0.43,-0.15,0.27,-0.64,-0.56,1.74
4/25/2013,1.06,0.18,-0.28,0.45,5.92,0.96,0.65,0.89,0.51,0.37,0.06,-0.96
4/24/2013,0.66,1.16,0.285,0.37,-0.12,0.02,-0.57,-0.06,-0.21,-0.36,-0.04,0.12
4/23/2013,0.91,-0.23,0.495,0.43,5.35,0.59,-0.1,0.41,0.37,0.45,0.29,2.11
4/22/2013,-0.29,1.065,0.44,0.48,3.23,0.06,0.37,0,-0.1,0.43,0.02,0.74
4/19/2013,-0.43,0.975,0.2,0.209,0.9,0.75,0.64,0.6,0.48,0.28,0.16,0.95
4/18/2013,0.29,-0.035,0.31,-0.439,-7.98,-0.47,0.16,-0.67,-0.01,-0.41,-0.51,-2.21
4/17/2013,-0.59,-0.145,0.015,-0.09,-4.94,0.38,-0.51,-0.32,-0.11,-0.28,-0.22,-1.17
4/16/2013,0.04,0.28,0.535,-0.19,4.62,-0.1,0.44,0.51,-0.36,0.72,0.39,1.77
4/15/2013,-1.06,-0.1,-0.295,-0.71,-5.15,-1.01,-0.15,-1.01,-0.98,-1.15,-0.9,-3.74
4/12/2013,0.26,-0.145,-0.15,0.205,3.02,0.37,0.1,0.12,-0.5,-0.02,-0.07,-2.08
4/11/2013,0.06,-1.345,-0.435,0.285,5.08,0.26,0.56,-0.05,1.06,-0.71,-0.11,0
4/10/2013,0.75,0.67,0.51,0.37,3.63,-0.06,-0.2,0.69,0.44,-0.92,-0.35,5.11
4/9/2013,-0.11,1.02,0.66,0.35,2.19,-0.34,0.65,-0.32,-0.6,-0.22,-0.07,0.3
4/8/2013,0.17,-0.11,0.15,0.18,3.47,0.41,0.65,0.6,-0.14,0.51,0.15,0.57
4/5/2013,0.16,0.105,-0.195,-0.22,-3.6,0.06,0.42,-0.17,0.05,0.32,-0.01,-0.52
4/4/2013,0,0.035,0.085,0.14,0.05,0.81,0.29,1.17,1.06,3.48,0,-0.2
4/3/2013,-0.82,-0.24,-0.405,-0.4,-4.292,-0.85,-1.02,0.36,1.34,0.01,-0.95,-1.25
4/2/2013,1.65,0.19,0.025,0.28,1.712,0.17,0.35,0.4,0.17,-0.04,-0.1,0.68
4/1/2013,-0.45,0.005,-0.405,-0.029,-4.88,0.21,-0.71,-0.21,-0.59,-0.47,-0.52,-1.56
3/28/2013,0.08,0.235,0.005,-0.061,1.19,-0.6,0.44,0.11,-0.47,0,-0.25,-0.23
3/27/2013,-0.32,0.215,0.065,0,4.99,0.44,-0.33,-0.26,-0.13,-0.55,0.02,1.34
3/26/2013,-0.15,-0.005,0.615,0.21,4.29,0.2,1.38,-0.37,0.34,-0.5,0.31,2.07
3/25/2013,0.19,-0.09,-0.18,0.12,-1.73,-0.01,-0.3,-0.3,0.07,0.42,0.25,-0.89
3/22/2013,0.1,0.14,0.29,0.4,4.36,0.37,0.68,0.49,-0.11,0.32,0.31,-0.34
3/21/2013,-0.319,-0.205,-0.14,0.765,-3.888,-0.47,-0.21,-0.38,-0.33,-0.61,-0.12,1.55
3/20/2013,-0.141,0.135,0.04,-0.075,0.868,2.06,1.28,0.88,0.2,0.82,0.32,0.33
3/19/2013,-0.75,0.08,-0.12,0.16,-1.48,-0.3,2.31,0.09,-1.98,0.12,0.25,-1.58
3/18/2013,-0.2,0.065,-0.115,-0.06,-3.93,-0.04,-0.15,-0.2,-0.78,0.68,0.05,-0.05
3/15/2013,-0.34,-0.1,-0.275,-0.36,-3.92,-0.54,-0.14,-0.37,0.24,-0.05,-0.21,-1.62
3/14/2013,0.22,0.22,-0.005,0.09,-9.36,-0.09,-0.06,0.04,0.26,0.54,0.92,-0.61
3/13/2013,-1.02,0.005,0.015,-0.06,0.97,0.32,1.74,0.14,1.49,0.67,0.75,1.48
3/12/2013,-0.02,0.04,-0.05,-0.2,2.89,-0.23,-0.24,0.26,0.28,0.21,0.21,-0.66
3/11/2013,0.11,-0.13,0.11,-0.3,-2.95,0.99,0.64,0.04,0.39,-0.09,-0.14,0.08
3/8/2013,0.59,-0.14,-0.31,0.2,0.31,0.5,0.51,0.44,0.47,0.91,0.47,0.01
3/7/2013,-0.28,0.05,0.14,-0.1,0.09,-0.27,0.17,0.15,-0.08,0.51,0.68,-0.12
3/6/2013,0.04,-0.26,0.24,-0.15,-1.8,-0.56,-0.76,-0.64,-0.4,0.35,-0.03,0.3
3/5/2013,-0.15,0.2,0.24,0.25,2.48,0.24,-1.05,0.18,0.28,0.63,0.04,1.79
3/4/2013,0.27,0.2,0.24,0.76,7.37,2.31,0.45,0.86,0.22,0.61,0.01,-0.42
3/1/2013,0.78,0.15,0.15,0.635,1.47,1.17,0.38,-0.42,0.07,0.75,2.49,0.18
2/28/2013,-0.32,-0.01,-0.05,0.145,1.02,-0.16,-0.23,0.52,-0.51,-0.19,-1.64,0.08
2/27/2013,0.37,0.44,0.35,0.4,3.89,-0.93,0.37,0.99,0.97,0.14,0,1.02
2/26/2013,0.11,0,0.35,0.03,-0.51,1.16,0.16,1.07,0.13,-0.54,0.73,0.78
2/25/2013,-0.8,-0.39,-0.19,-0.49,-5.55,-0.71,-1.17,-0.56,-0.68,-0.02,-0.44,-0.9
2/22/2013,-0.02,0.27,0.17,0.39,-0.52,0.2,0.19,-0.25,-0.32,-0.39,0.09,-0.18
2/21/2013,-0.52,-0.38,-0.48,-0.09,-0.47,0.75,0.02,-0.18,-0.06,0.16,0.18,-1.19
2/20/2013,-3.7,-0.175,-0.355,-0.37,-3.34,0.78,-0.1,-0.92,0.09,-0.08,0.05,-2.1
2/19/2013,0.1,0.035,-0.03,0.275,4.66,0.16,0.55,1.31,0.14,0.46,0.18,1.9
2/15/2013,0.17,-0.03,-0.115,-0.165,-4.15,-1.38,-0.71,-0.42,-0.64,1.16,-0.22,-1.39
2/14/2013,0.41,0.01,-0.02,0.03,-0.23,0.4,0.38,-0.42,0.38,0.59,-0.11,-4.35
2/13/2013,0.88,0.15,0.06,-0.06,10.77,-0.04,-0.47,-0.15,0.54,-0.31,-0.07,10.82
2/12/2013,-0.19,0.02,0.16,0.31,1.49,0.06,0.47,-0.13,-0.05,-0.28,0.25,0.24
2/11/2013,-0.21,0.31,0.03,0.4,-4.74,0.18,0.08,0.32,0.1,0.42,0.18,0.56
2/8/2013,-0.08,0.267,0.19,0.18,1.72,0.19,0.09,-0.35,0.2,-0.29,0.77,1.43
2/7/2013,0.21,-0.057,-0.18,0.47,-1.99,-0.39,-0.13,0.79,-0.44,-0.33,0,-0.22
2/6/2013,0.25,-0.155,-0.1884,0.19,-4.67,0.29,0.11,-0.37,0.87,-0.02,0.48,-0.93
2/5/2013,-0.28,0.055,0.0184,0.32,6.91,1.55,1.32,1.13,0.17,0.17,0.28,-0.94
2/4/2013,-0.52,-0.49,-0.195,-0.42,-5.02,-0.3,-0.3,-0.79,-0.8,-0.35,0.11,-0.02
2/1/2013,0.61,0.48,0.315,0.13,-0.5,0.74,0.35,0,-0.28,-0.15,0.12,0.75
1/31/2013,-0.15,-0.4,-0.33,-0.49,-7.264,-0.57,0.09,-0.03,0.56,0.36,0.31,-0.38
1/30/2013,-0.54,-0.16,0.09,0.42,12.414,-0.36,-0.19,-0.41,0.21,-0.09,-0.14,0.16
1/29/2013,0.01,0.099,0.23,-0.61,-15.69,0.21,-0.04,0.56,0.42,-0.07,0.07,0.45
1/28/2013,-0.2,0.031,0.09,-0.06,-7.95,-0.41,0.43,0.65,-0.15,0.28,0.03,-2.1
1/25/2013,0.18,0.25,0.01,-0.07,10.37,-0.32,0.23,-0.26,0.35,0.44,-0.06,-0.45
1/24/2013,0.29,0.02,-0.16,0.33,5.51,0.82,-0.08,0.77,1.45,-0.06,1.69,1.32
1/23/2013,-0.59,0.46,-0.06,0.21,-2.08,-0.45,0.03,0.05,-0.25,0.01,0.08,-2.26
1/22/2013,-0.63,-0.1,-0.08,-0.12,-1.93,-0.04,0.28,-0.24,-0.13,0.51,0.365,-0.17
1/18/2013,-0.09,0,-1.43,-0.11,1.64,0.07,-0.15,0.35,0.38,0.26,0.015,0.34
1/17/2013,-0.22,0.21,0.57,0.06,1.55,0.14,-0.03,-0.36,0.66,-0.05,0.03,1.51
1/16/2013,-0.2,-0.17,0.23,0.55,-2.97,0.23,0.09,0.52,0.04,0.25,-0.07,3.22
1/15/2013,0.12,0.32,-0.119,0.09,-0.83,0.7,0.26,0.83,0.76,-0.06,0.12,0.82
1/14/2013,0.31,0.06,-0.001,0.14,4.79,0.32,-0.06,0.19,-0.03,0.27,-0.92,-0.23
1/11/2013,0.21,0.37,0.2,0.3,2.6,-0.24,0.53,-0.36,-0.48,2,-0.25,0.16
1/10/2013,0.09,-0.24,0.35,-0.34,-1.01,0.13,0.12,0.56,0.55,0.62,-0.18,-0.42
1/9/2013,-2.95,0.15,0.36,-0.33,-0.03,-0.46,0.28,-0.36,0.14,-0.23,0.13,1.04
1/8/2013,0.17,-0.14,-0.16,0.26,-2.0792,-0.66,0.14,-0.6,-0.16,-0.39,0.41,-0.78
1/7/2013,-0.01,-0.05,0.09,-0.46,9.3092,0.72,0.85,-0.29,-0.26,0.1,0.2,0.7
1/4/2013,0,-0.51,-0.16,0.08,0.67,0.42,-0.61,0.47,-0.12,0.12,0.31,-0.65
1/3/2013,-0.06,-0.37,-0.06,-0.3,1.17,1.34,-0.27,-0.84,0.14,0.18,0.12,-0.27
1/2/2013,1.4,0.9103,0.76,0.18,6.44,-0.35,1.05,-0.71,-0.77,-0.04,0.67,-0.3
12/31/2012,0.75,0.1597,0.39,0.4,5.69,0.6,0.47,1.66,0.7,0.56,0.46,1.57
12/28/2012,-1.315,-0.41,-0.28,-0.1,-3.13,-0.36,0.01,0.28,-0.26,-0.22,-0.22,1.8
12/27/2012,0.605,0.1,-0.14,0.03,-0.3214,-0.28,-0.13,-0.05,-0.11,0.04,0.68,-1.66
12/26/2012,0.05,-0.2,0.01,-0.08,-9.9886,-0.33,0.19,-0.39,-0.81,-0.1,-0.09,0.31
12/24/2012,-0.41,-0.39,-0.125,0.3,1.7,-0.06,0.16,0.01,0.11,-0.1,0.47,0.08
12/21/2012,-0.36,-0.23,-0.2643,-0.3421,-4.58,-0.76,-1.24,-0.4,-0.44,-0.3,-1.06,-0.92
12/20/2012,-0.62,0.37,-0.0707,0.0921,3.51,-1.16,0.31,-0.86,-0.96,0.07,0.18,0.68
12/19/2012,-0.57,-0.25,0.14,-0.02,-2.41,-0.76,-0.31,-0.34,0.43,-0.22,0.01,1.18
12/18/2012,1.2,0.465,0.39,-0.07,6.54,1.19,0.41,0.4,0.13,-0.15,0.1,0.46
12/17/2012,0.74,0.285,0.0433,0.05,4.67,0.59,0.38,0.64,0.39,0.22,0.66,0.36
12/14/2012,-0.48,-0.3,0.0367,0.29,-2.06,-0.75,0.25,-0.15,-0.07,-2.07,-0.28,-0.69
12/13/2012,0.08,-0.13,-0.18,-0.03,-0.51,0.71,-0.16,-0.64,0.12,1.94,-0.42,-0.85
12/12/2012,-1.32,-0.08,0.02,-0.14,1.07,-0.89,0.02,0,0.25,0.07,0.03,0.69
12/11/2012,0.24,0.38,0.57,0.09,2.92,-0.53,0.3,-0.49,-0.16,-0.28,0.43,0.74
12/10/2012,0.46,0.485,-0.075,0.23,-5.4981,-0.32,0.25,-0.06,-0.43,0.4,-0.07,0.11
12/7/2012,-0.29,-0.27,-0.005,0,-0.1019,0.08,0.25,0.49,0.06,-0.37,-0.38,0
12/6/2012,2.28,0.055,0.31,0.31,-0.59,0.16,0.28,0.05,-0.12,0.28,0.2,0.59
12/5/2012,-0.19,0.3,-0.1194,-0.04,1.4719,0.05,1.3,0.6,0.42,-0.07,-0.32,-0.66
12/4/2012,0.02,-0.0594,0.4294,0.38,2.159,-0.31,-0.01,0.17,-0.04,-0.77,-0.68,-0.37
12/3/2012,0.99,-0.1856,-0.025,-0.22,-1.7209,-0.83,0.37,-0.6,-0.88,-0.19,-0.01,-0.48
11/30/2012,0.11,-0.335,0.035,-0.1,0.78,0.34,0.16,0.08,-0.37,0.16,-0.19,0.37
11/29/2012,0.04,-0.41,-0.56,-0.04,4.16,-0.02,0.43,-1.74,-6.13,-0.4,0.36,0.86
11/28/2012,0.85,0.28,0.16,-0.02,3.7083,0.24,0.29,0.73,-0.0067,0.46,-0.36,-0.63
11/27/2012,-0.5,-0.305,0.045,0.175,-0.2183,-0.205,-0.04,-0.23,-0.7533,0.41,0.88,0.37
11/26/2012,-0.22,-0.315,0.165,0.185,3.74,-1.705,-0.02,-1.87,-0.34,0.78,0.02,1.44
11/23/2012,0.56,0.75,0.36,0.17,1.85,0.76,0.46,0.72,0.28,0.13,0.13,-0.17
11/21/2012,-0.07,0.24,-0.1532,0.16,4.25,0.72,-0.09,0.24,-0.17,-0.39,0.22,0.3
11/20/2012,0.39,-0.0177,-0.7368,-0.12,4.07,-0.01,0.07,-0.16,-0.09,-1.79,-0.1,-0.03
11/19/2012,0.55,0.2068,0.06,0.5,4.48,0.51,0.49,0.75,1.2,0,0.73,1.89
11/16/2012,0.03,-0.1398,0.16,-0.03,4.631,0.06,-0.07,0.84,-0.16,-1.5,-0.47,0.3
11/15/2012,1.03,-0.1793,0.07,0.065,-2.351,1.06,-0.03,0.44,-0.04,-0.08,-0.23,0.14
11/14/2012,-0.28,-0.2495,-0.32,-0.025,-3.65,-0.71,-0.28,-0.18,0.12,-0.37,-0.93,-0.93
11/13/2012,-0.12,-1.1305,-0.485,0.34,0.13,0.11,-0.22,0.38,-0.07,-0.15,-0.09,-1.26
11/12/2012,-0.49,-0.61,-0.035,0.25,0.16,-0.04,0.1,-0.23,-0.48,0.55,0.8,-0.62
11/9/2012,0.6,0.02,-0.03,0.02,-1.04,0.2,-0.11,-0.08,0.11,0.04,0.15,1.23
11/8/2012,-0.8,-0.27,-0.08,-0.15,-4.7108,-0.97,-0.67,-1.44,-2.77,-0.21,-0.79,0.15
11/7/2012,-0.69,-0.78,-0.82,-0.07,-5.4992,-0.6,-0.5,-0.93,-0.79,0.52,-0.43,-0.54
11/6/2012,0.4,0.23,-0.1091,0.092,3.23,-0.01,-0.14,0.22,0.18,0.48,0.5,-0.35
11/5/2012,0,0.1302,-0.2209,0.258,1.9076,0.69,-0.81,0.55,0.38,-0.22,0.22,0.47
11/2/2012,-0.6,-0.0152,-0.2,0.16,0.2824,-0.23,-0.61,0.09,-0.44,-0.36,0.4,-1.27
11/1/2012,0.1,0.975,0.63,0.115,-0.7531,-0.81,0.27,2.45,1.71,-0.16,0.3,0.06
10/31/2012,-0.99,0.33,-0.32,0.045,-5.3469,-0.17,0.04,-0.41,0.94,0.25,0.11,-0.98
10/26/2012,-0.27,0.33,0.26,0.18,15.32,0.8,-0.14,-0.2,0.75,-0.21,-0.93,-0.28
10/25/2012,-0.03,-0.0219,0.23,0.06,-5.57,0.29,-0.12,-0.2,0.23,-1.75,0.34,6.03
10/24/2012,0.08,-0.1451,-0.13,-0.12,-5.82,0.19,0.06,-0.58,-0.35,0.05,-0.52,0.43
10/23/2012,-0.17,0.047,0.13,0.9,0.53,0.43,-0.94,-0.53,-0.66,-0.23,0.04,1.01
10/22/2012,0.45,-0.64,0.195,-0.07,-6.22,-0.02,0.54,0,-0.56,-0.15,-0.02,-1.11
10/19/2012,-0.82,-0.855,-0.405,-0.16,-4.85,-0.71,-0.32,-0.47,-0.69,-0.24,0.02,-0.86
10/18/2012,0.15,-0.095,-0.12,-0.09,-2.64,-0.1,0.28,-0.38,0.81,-0.1,-0.02,-0.87
10/17/2012,-0.37,0.1,-0.56,0.17,3.55,0.14,-0.54,0.37,0.36,-0.02,0.31,0.22
10/16/2012,-0.14,-0.02,0.62,0.24,-0.24,1.09,0.2,0.56,0.74,0.13,-0.12,0.78
10/15/2012,-0.06,0.31,0.2497,-0.2,1.82,0.29,0.23,0.5,0.29,-0.18,0.32,0.22
10/12/2012,-0.27,0.25,-0.1997,-0.04,-1.86,0.27,-0.16,0.18,0.26,-0.18,-0.03,-0.86
10/11/2012,0.38,-0.03,-0.08,0.09,-0.77,-1.41,0.47,0.23,1.02,0.04,0.68,0.38
10/10/2012,-0.66,-0.3,-0.14,-0.02,-5.97,-0.23,0.03,-0.63,-0.46,-0.04,0.65,-0.82
10/9/2012,-1.68,-0.5,-0.61,-0.18,-8.1,-1.1,-0.32,0.32,-0.47,-0.07,-0.2,-1.25
10/8/2012,-0.33,-0.07,-0.17,-0.06,0.55,-0.19,-0.21,-0.3,0.07,-0.12,0,-0.51
10/5/2012,0.16,-0.18,0.215,-0.18,-1.96,0.53,-0.24,-0.06,0.07,-0.37,-0.23,0.5
10/4/2012,0.89,0.17,-0.085,0.06,4.55,0.56,0.01,0.18,-1.31,0.64,-0.19,0.32
10/3/2012,0.11,0.2,-0.29,0.27,5.32,0.11,-0.55,0.81,1.3,0.79,-0.11,-0.44
10/2/2012,-0.21,0.17,0.085,0.115,-1.41,-0.01,-0.04,0.1,-0.88,-0.02,0.02,-1.09
10/1/2012,0.04,-0.27,0.1,-0.15,-2.31,-0.48,0.51,0.96,0.6,-0.21,0.6,0.06
9/28/2012,-0.25,-0.4,-0.43,-0.065,-2.27,-0.12,-0.16,0.11,0.22,-0.38,-0.09,0.81
9/27/2012,1.14,-0.005,0.44,0.43,6.92,-0.24,0.78,-0.24,-0.39,-0.01,0.17,-0.56
9/26/2012,-0.2,-0.225,0.11,-0.065,-2.79,-0.55,-0.25,0,0.21,0.66,-0.42,-0.16
9/25/2012,-1.04,-0.39,-0.26,-0.325,-2.345,-0.77,0.4,-0.06,-1.11,-0.68,-0.31,0.26
9/24/2012,0.15,-0.41,-0.33,0.265,-2.665,-0.29,0.56,-0.58,-0.53,-0.2,0.19,0.07
9/21/2012,0.13,-0.26,-0.0538,-0.055,-3.34,0.04,-0.44,-0.26,-0.25,-0.28,0,0.11
9/20/2012,-0.25,0.398,0.0288,-0.07,-0.87,0.39,-0.26,-0.39,-0.39,0.15,-0.5,0.48
9/19/2012,0.17,-0.123,-0.22,-0.045,2.93,0.73,0.15,0.54,0.38,0.28,-0.61,0.1
9/18/2012,-0.41,-0.035,0.06,0.225,0.75,-0.13,-0.04,-0.05,-0.22,-0.3,-0.32,0.06
9/17/2012,-0.15,0,-0.06,-0.09,-3.27,-0.26,-0.32,-0.69,-0.1,-0.62,0.84,-0.03
9/14/2012,1.03,0.275,0.015,0.175,1.03,-0.39,0,-0.04,-0.3,0.26,0.92,-0.11
9/13/2012,0.43,0.155,0.165,0.195,4.61,0.68,0.66,0.06,-0.07,-0.26,0.23,0.5
9/12/2012,0.7,-0.01,-0.15,0.24,-0.04,-0.1,0.25,-0.05,1.75,0,0.02,-0.01
9/11/2012,-0.06,0.07,0.08,0.05,-1.42,-0.32,-0.03,-0.72,-0.66,0.4,-0.24,-0.2
9/10/2012,-1.17,-0.23,-0.93,-0.11,-2.05,0.8,0.2,-0.47,0.15,-0.05,-0.01,0.11
9/7/2012,0.7782,-0.395,-0.905,0.11,7.76,-0.86,-0.26,0.11,-0.28,-0.01,0.17,1.14
9/6/2012,0.7518,0.955,0.705,0.02,5.16,1.13,-0.68,0.48,1.61,0.33,0.37,0.9
9/5/2012,0.14,0.005,-0.025,0.2,-1.66,-0.11,0.18,-0.35,-0.79,-0.11,0.2,-0.44
9/4/2012,-0.5,-0.435,-0.415,0.24,-0.39,-0.25,-0.06,-0.09,-0.21,0.28,-0.03,-0.67
8/31/2012,0.38,0.5,0.56,-0.02,2.05,-0.07,0.55,0.01,-0.57,-0.06,-0.07,0.29
8/30/2012,-0.69,-0.33,-0.398,-0.17,-0.9,-0.1,-0.09,-0.17,0.47,-0.41,-0.29,-0.53
8/29/2012,0.16,0.02,-0.332,0.12,1.01,0.45,-0.1,0.05,-0.05,0.35,0.69,-0.15
8/28/2012,0.22,-0.06,0.16,-0.13,2.19,0.45,-0.2,0.79,-0.19,-0.01,-0.02,0.15
8/27/2012,-0.22,0.13,-0.07,-0.07,-1.82,-0.33,-0.05,-0.12,0.04,0.56,-0.45,-0.94
8/24/2012,-0.22,0.305,-0.13,0.055,4.542,0.7,-0.01,0.83,1.05,-0.7,0.3,0.62
8/23/2012,-0.87,-0.285,-0.69,-0.055,-1.902,-0.69,0.11,-0.41,-0.04,0.29,-0.16,-0.98
8/22/2012,-0.07,-0.26,-0.38,-0.05,3.65,-0.45,-0.1,0.05,-0.21,-0.19,-0.09,-0.39
8/21/2012,-0.18,0.06,-0.12,0.01,-0.9,0.49,-0.38,0.44,-0.23,-0.25,0.02,-0.6
8/20/2012,0.66,-0.16,-0.1,-0.07,-0.82,-0.5,0.19,-0.11,-0.03,-2.11,-0.06,-1.4
8/17/2012,0.03,0.12,-0.26,0.04,-0.38,0.23,0.32,0.21,0.6,-0.14,0.47,-0.76
8/16/2012,0.18,0.58,0.32,0.23,4.13,-0.59,-0.04,0.2,0.33,1.05,-0.12,0.93
8/15/2012,-0.11,0.07,-0.21,0.03,4.23,1.12,-0.15,0.3,0.32,0.01,0.76,1.27
8/14/2012,-0.35,-0.26,-0.21,-0.29,0.75,0.87,-0.26,0.37,0.08,-0.13,-0.08,-1.19
8/13/2012,-0.37,-0.03,-0.19,-0.13,-0.31,-0.33,-0.2,-0.13,-0.37,0.27,0.21,0.41
8/10/2012,0.36,-0.08,0.18,-0.86,-1.31,0.15,0.08,-0.12,-0.42,0.02,-0.2,-0.89
8/9/2012,0.46,0.17,0.1,-0.16,-0.32,-0.25,-0.15,0.11,-0.64,-0.67,0.66,-1.07
8/8/2012,0.25,0.07,0.1,-0.05,-2.18,0.3,0.21,1.01,0.23,-0.04,-0.34,-0.23
8/7/2012,0.69,0.31,0.19,0.18,2.57,0.25,0.24,0.16,-0.19,-0.09,0.21,-0.31
8/6/2012,-0.22,0.2,0.08,0.07,-0.98,0.03,-0.01,-0.42,0.91,2.35,-0.37,-0.66
8/3/2012,-0.09,0.56,0.32,0.225,4.16,0.39,0.05,0.86,0.97,0.25,1.15,0.13
8/2/2012,0.98,-0.22,-0.02,-0.245,-1.28,1.35,-0.52,1.34,0.41,-0.68,0.3,-1.68
8/1/2012,0.76,-0.06,0.23,0.15,-1.21,-0.03,-0.09,-0.78,0.01,-0.02,-0.59,1.61
7/31/2012,0.05,-0.17,-0.06,-0.14,-2.79,-1.39,0.09,-0.82,-0.09,0.03,-0.02,1.56
7/30/2012,-0.08,-0.115,-0.26,-0.13,-1.23,0.52,0.55,0.12,0.54,0.3,-0.29,-0.83
7/27/2012,1.27,0.595,0.52,0.31,17.31,0.46,0.75,0.96,1.67,0.53,0.19,1.7
7/26/2012,-0.13,0.33,0.37,0.3,2.96,0.7,0.32,1.04,-0.26,-0.11,0.46,1.92
7/25/2012,0.47,-0.32,0.125,0.07,-5.99,-0.19,0.54,0.11,-0.19,-0.76,0.83,1.48
