"Index","AAPL.Close","MSFT.Close","EBAY.Close","GOOGL.Close","msft_r","aapl_r","ebay_r","googl_r"
"2018-02-01",167.779999,94.260002,46.189999,1181.589966,-0.0078939057384716,0.00209046177287964,0.138245360362476,-0.000532899980929202
"2018-02-02",160.5,91.779999,44.299999,1119.199951,-0.0263102370823204,-0.0433901480712251,-0.0409179484935689,-0.0528017474718467
"2018-02-05",156.490005,88,42.369999,1062.390015,-0.0411854330048533,-0.0249843925233645,-0.0435665924055664,-0.0507594160893599
"2018-02-06",163.029999,91.330002,42.790001,1084.430054,0.0378409318181818,0.0417917681068514,0.00991272149900202,0.0207457136162936
"2018-02-07",159.539993,89.610001,42.330002,1055.410034,-0.0188328146538308,-0.0214071399215306,-0.0107501516534201,-0.0267606194543921
"2018-02-08",155.149994,85.010002,41.02,1007.710022,-0.0513335447903855,-0.0275166051937837,-0.0309473644721301,-0.045195715848197
"2018-02-09",156.410004,88.18,41.66,1046.27002,0.0372897062159816,0.00812123782615171,0.0156021452949779,0.0382649742070342
"2018-02-12",162.710007,89.129997,42.32,1054.560059,0.0107733839872988,0.0402787727056129,0.0158425348055691,0.0079234221009219
"2018-02-13",164.339996,89.830002,42.150002,1054.140015,0.00785375320948334,0.0100177550849716,-0.00401696597353496,-0.000398312069962437
"2018-02-14",167.369995,90.809998,42.439999,1072.699951,0.0109094509426817,0.0184373802710813,0.00688011829750335,0.0176067085357727
"2018-02-15",172.990005,92.660004,43.009998,1091.359985,0.0203722722249153,0.0335783603267719,0.0134307024842297,0.0173953899994166
"2018-02-16",172.429993,92,43.34,1095.5,-0.00712285745206742,-0.00323725061456581,0.00767268112869934,0.00379344584454411
"2018-02-20",171.850006,92.720001,43.389999,1103.589966,0.0078260978260869,-0.00336360855735807,0.0011536455929857,0.00738472478320396
"2018-02-21",171.070007,91.489998,43.119999,1113.75,-0.013265778545451,-0.0045388360358859,-0.00622263208625573,0.0092063486557652
"2018-02-22",172.5,91.730003,42.830002,1109.900024,0.0026232922204239,0.00835910996367706,-0.00672534802238745,-0.00345676857463517
"2018-02-23",175.5,94.059998,43.68,1128.089966,0.0254005769519052,0.017391304347826,0.0198458547818887,0.0163888112502644
"2018-02-26",178.970001,95.419998,43.830002,1143.699951,0.0144588563567694,0.0197720854700854,0.00343411172161168,0.0138375355427991
"2018-02-27",178.389999,94.199997,43.150002,1117.51001,-0.0127855902910416,-0.00324077776587828,-0.0155144870858094,-0.0228993111148609
"2018-02-28",178.119995,93.769997,42.860001,1103.920044,-0.00456475598401551,-0.00151356018562454,-0.00672076446253711,-0.012160934468945
"2018-03-01",175,92.849998,42.27,1071.410034,-0.00981122991824346,-0.017516253579504,-0.0137657719606677,-0.029449605681768
"2018-03-02",176.210007,93.050003,42.950001,1084.140015,0.0021540657437602,0.00691432571428563,0.0160870830376152,0.0118815211693266
"2018-03-05",176.820007,93.639999,43.189999,1094.76001,0.00634063386327877,0.00346177842215289,0.00558784620284403,0.00979577808499221
"2018-03-06",176.669998,93.32,43.139999,1100.900024,-0.00341733237310271,-0.00084837119138903,-0.00115767541462541,0.00560854794102328
"2018-03-07",175.029999,93.860001,43.93,1115.040039,0.00578655165023578,-0.00928283816474595,0.018312494629404,0.0128440500424587
"2018-03-08",176.940002,94.43,43.68,1129.380005,0.00607286377506022,0.0109124322168339,-0.00569087184156614,0.0128604942409607
"2018-03-09",179.979996,96.540001,43.810001,1160.839966,0.0223446044689188,0.0171809311949709,0.00297621336996334,0.027855957127557
"2018-03-12",181.720001,96.769997,43.900002,1165.930054,0.00238239069419532,0.00966776885582332,0.00205434827540873,0.00438483180204363
"2018-03-13",179.970001,94.410004,42.82,1139.910034,-0.0243876518875991,-0.00963020025517169,-0.0246014111798901,-0.0223169648219738
"2018-03-14",178.440002,93.849998,42.830002,1148.890015,-0.00593163834629218,-0.00850141129909754,0.000233582438113,0.00787779801225952
"2018-03-15",178.649994,94.18,42.59,1150.609985,0.00351627071957972,0.00117682132731645,-0.00560359534888644,0.00149707106645902
"2018-03-16",178.020004,94.599998,42.459999,1134.420044,0.00445952431514107,-0.00352639250578424,-0.00305238318854195,-0.0140707461355813
"2018-03-19",175.300003,92.889999,42.09,1100.069946,-0.018076099747909,-0.0152791873884016,-0.00871406049726942,-0.0302798757670751
"2018-03-20",175.240005,93.129997,41.959999,1095.800049,0.00258367964887163,-0.000342258978740628,-0.00308864338322645,-0.00388147773287151
"2018-03-21",171.270004,92.480003,41.669998,1094,-0.00697942683279595,-0.0226546501182764,-0.00691136813420812,-0.00164268016016478
"2018-03-22",168.850006,89.790001,40.580002,1053.150024,-0.0290873909249332,-0.0141297246656221,-0.0261578126305645,-0.0373400146252285
"2018-03-23",164.940002,87.18,39.709999,1026.550049,-0.0290678357381909,-0.0231566707791531,-0.0214392054490288,-0.0252575363374821
"2018-03-26",172.770004,93.779999,41.009998,1054.089966,0.0757054255563203,0.0474718194801527,0.0327373213985727,0.026827641795768
"2018-03-27",168.339996,89.470001,40.220001,1006.940002,-0.0459586057363895,-0.0256410713517145,-0.0192635220318713,-0.0447304931465403
