"Index","AAPL.Close","MSFT.Close","msft_r","aapl_r"
"2007-01-03",11.971429,29.860001,NA,NA
"2007-01-04",12.237143,29.809999,-0.00167595145647237,0.0219529405737258
"2007-01-05",12.15,29.639999,-0.005719107454496,-0.0071466650194143
"2007-01-08",12.21,29.93,0.00973655517491379,0.00492611833605583
"2007-01-09",13.224286,29.959999,0.0010018034065733,0.0797996995064647
"2007-01-10",13.857142,29.66,-0.010063788561395,0.0467457799633197
"2007-01-11",13.685715,30.700001,0.0344633504566549,-0.0124481794788305
"2007-01-12",13.517143,31.209999,0.0164758370752343,-0.0123938563972885
"2007-01-16",13.871428,31.16,-0.00160330323912738,0.0258724533310417
"2007-01-17",13.564285,31.1,-0.00192740181735918,-0.0223909495036345
"2007-01-18",12.724286,31,-0.0032206147000422,-0.0639277847009718
"2007-01-19",12.642858,31.110001,0.00354213856840424,-0.00641998008753575
"2007-01-22",12.398571,30.719999,-0.0126154673261629,-0.0195112467205329
"2007-01-23",12.242857,30.74,0.000650862383062112,-0.0126385591548361
"2007-01-24",12.385715,31.09,0.0113214859602127,0.0116011275214989
"2007-01-25",12.321428,30.450001,-0.0208001970740344,-0.00520393192196522
"2007-01-26",12.197143,30.6,0.00491398196170723,-0.0101381164924952
"2007-01-29",12.277143,30.530001,-0.00229016945688176,0.00653749694071326
"2007-01-30",12.221429,30.48,-0.00163910868300787,-0.00454835457746006
"2007-01-31",12.247143,30.860001,0.0123901485209759,0.00210179894977847
"2007-02-01",12.105714,30.559999,-0.00976894776361537,-0.0116151127583848
"2007-02-02",12.107142,30.190001,-0.0121811547335082,0.000117953867289078
"2007-02-05",11.991428,29.610001,-0.0193986009564244,-0.00960346521173872
"2007-02-06",12.021428,29.51,-0.00338298693102512,0.00249866285029032
"2007-02-07",12.307143,29.370001,-0.00475540969597166,0.0234891014789511
"2007-02-08",12.311429,29.26,-0.00375238366689823,0.000348192416952831
"2007-02-09",11.895715,28.98,-0.00961545869944214,-0.034349766705192
"2007-02-12",12.125714,28.940001,-0.00138118113494912,0.0191500704496903
"2007-02-13",12.1,29.01,0.00241584237572567,-0.00212286908504211
"2007-02-14",12.185715,29.4,0.0133540762113231,0.00705891145627024
"2007-02-15",12.172857,29.459999,0.00203870274551621,-0.00105572701012635
"2007-02-16",12.118571,28.74,-0.0247434964392732,-0.00446956764935713
"2007-02-20",12.271428,28.83,0.00312663099943178,0.012534563969639
"2007-02-21",12.742857,29.35,0.0178760346237947,0.037697245950767
"2007-02-22",12.787143,29.389999,0.00136190013154147,0.00346933367958213
"2007-02-23",12.724286,28.9,-0.0168128512872605,-0.00492776215675628
"2007-02-26",12.644286,29.07,0.0058651194523982,-0.00630703732092508
"2007-02-27",11.99,27.870001,-0.0421558371960531,-0.0531324444823662
"2007-02-28",12.087143,28.17,0.0107067045135496,0.00806935666060715
"2007-03-01",12.437143,28.09,-0.00284394077212902,0.0285450728551395
"2007-03-02",12.201428,27.76,-0.0118175054775485,-0.0191344044853516
"2007-03-05",12.331429,27.549999,-0.00759363633732146,0.0105982125791497
"2007-03-06",12.598572,27.83,0.010112076236517,0.0214322675524241
"2007-03-07",12.531428,27.610001,-0.00793651337697554,-0.0053437453066536
"2007-03-08",12.571428,27.32,-0.0105590274582346,0.00318689107360859
"2007-03-09",12.567142,27.290001,-0.00109866333888364,-0.000340989964148886
"2007-03-12",12.838572,27.440001,0.00548146793712689,0.0213684471195048
"2007-03-13",12.628572,26.719999,-0.0265895280575377,-0.0164922112865504
"2007-03-14",12.857142,27.4,0.0251307021507299,0.0179375887711308
"2007-03-15",12.795714,27.280001,-0.00438914376187238,-0.00478918350539725
"2007-03-16",12.798572,27.33,0.00183113030782422,0.000223331099127311
"2007-03-19",13.018572,27.83,0.0181295755978228,0.0170433511440473
"2007-03-20",13.068571,27.84,0.000359259928419675,0.00383323395915314
"2007-03-21",13.41,28.52,0.0241317600798765,0.0257905099883735
"2007-03-22",13.422857,28.27,-0.00880442384059643,0.000958302798985233
"2007-03-23",13.36,28.02,-0.00888263079663787,-0.00469383198407236
"2007-03-26",13.692857,28.219999,0.00711237007994514,0.0246091418948722
"2007-03-27",13.637143,27.719999,-0.0178767727421403,-0.00407713700534318
"2007-03-28",13.32,27.639999,-0.00289017552664772,-0.0235305078857859
"2007-03-29",13.392858,27.75,0.00397187747242533,0.00545491468296211
"2007-03-30",13.272857,27.870001,0.00431503718228798,-0.00900045696040142
"2007-04-02",13.378572,27.74,-0.00467546248804629,0.0079331997122063
"2007-04-03",13.5,27.870001,0.00467546248804629,0.00903536289737383
"2007-04-04",13.467143,28.5,0.0223532098998733,-0.0024368184838095
"2007-04-05",13.525714,28.549999,0.001752813801144,0.00433974750611021
"2007-04-09",13.378572,28.57,0.000700315166932697,-0.0109382919196745
"2007-04-10",13.464286,28.4,-0.00596807107552122,0.0063863759459557
"2007-04-11",13.227143,28.110001,-0.0102637246741919,-0.0177696922880211
"2007-04-12",13.17,28.540001,0.0151812265942639,-0.00432949044975484
"2007-04-13",12.891429,28.610001,0.00244969492759983,-0.0213788438160738
"2007-04-16",13.061429,28.73,0.00418553097636609,0.013100863993893
"2007-04-17",12.907143,28.85,0.00416811996291022,-0.0118826568820163
"2007-04-18",12.914286,28.6,-0.0087032751283016,0.000553261415718431
"2007-04-19",12.895715,28.690001,0.00314194702281601,-0.00143905482257489
"2007-04-20",12.995714,29.02,0.011436582607419,0.00772452514925082
"2007-04-23",13.358571,28.780001,-0.00830451125046894,0.0275385905165244
"2007-04-24",13.32,28.790001,0.000347403152793913,-0.00289153619766847
"2007-04-25",13.621428,28.99,0.00692280357519737,0.0223774759281632
"2007-04-26",14.12,29.1,0.00378723124388269,0.0359480910246899
"2007-04-27",14.274285,30.120001,0.0344512619547763,0.0108674346568796
"2007-04-30",14.257143,29.940001,-0.00599402374060798,-0.00120162243983035
"2007-05-01",14.21,30.4,0.0152471960205607,-0.00331210217313593
"2007-05-02",14.341429,30.610001,0.0068841772142072,0.00920653942256688
"2007-05-03",14.342857,30.969999,0.0116921760694155,9.95667105798681e-05
"2007-05-04",14.401428,30.559999,-0.0133270301199926,0.00407532008977673
"2007-05-07",14.845715,30.709999,0.00489637031424106,0.0303839030890307
"2007-05-08",15.008572,30.75,0.00130169236247957,0.01091023312302
"2007-05-09",15.268572,30.780001,0.000975166646834946,0.0171750936141879
"2007-05-10",15.334286,30.58,-0.00651896039844546,0.00429463816758124
"2007-05-11",15.534286,30.889999,0.0100862740566372,0.0129583447292045
"2007-05-14",15.622857,30.969999,0.00258648713824527,0.00568545316131264
"2007-05-15",15.36,30.9,-0.00226277779209916,-0.0169683064967439
"2007-05-16",15.334286,31.07,0.00548653950125644,-0.00167549139377332
"2007-05-17",15.634286,30.98,-0.00290088841623337,0.019375086768028
"2007-05-18",15.717143,30.83,-0.00485359309066347,0.00528570438747478
"2007-05-21",15.997143,31.049999,0.00711053427530883,0.0176581163143448
"2007-05-22",16.219999,30.690001,-0.0116618749578201,0.0138348432393838
"2007-05-23",16.127142,30.58,-0.00359070071463163,-0.00574129596592643
"2007-05-24",15.812857,30.17,-0.0134981473299463,-0.0196803477610779
"2007-05-25",16.231428,30.48,0.0102226776474756,0.0261260195606177
"2007-05-29",16.335714,30.790001,0.0101192635960401,0.0064043910547178
"2007-05-30",16.967142,31.110001,0.0103393486390648,0.0379248962897116
"2007-05-31",17.312857,30.690001,-0.0135924418380027,0.0201707544605503
"2007-06-01",16.914286,30.59,-0.0032637430527358,-0.0232908143870931
"2007-06-04",17.332857,30.719999,0.00424071756457556,0.02444535848
"2007-06-05",17.524286,30.58,-0.00456767522647139,0.010983741526768
"2007-06-06",17.662857,30.290001,-0.00952854244757484,0.0078762698273529
"2007-06-07",17.724285,29.620001,-0.0223678154527169,0.00347177297903034
"2007-06-08",17.784286,30.049999,0.0144127851027216,0.00337952530429364
"2007-06-11",17.17,30.02,-0.000998801498030222,-0.0351515834945446
"2007-06-12",17.197144,29.85,-0.00567898636670483,0.00157964861114746
