"Index","AAPL.Close","MSFT.Close","EBAY.Close","GOOGL.Close","DJI.Close","msft_r","aapl_r","ebay_r","googl_r","dji_r"
"2015-01-02",109.330002,46.759998,23.657408,529.549988,17832.990234,0,0,0,0,0
"2015-01-09",112.010002,47.189999,23.4133,500.720001,17737.369141,0.00919591570555656,0.0245129420193371,-0.0103184592327275,-0.0544424278223191,-0.00536203360991538
"2015-01-16",105.989998,46.240002,22.584175,510.459991,17511.570313,-0.0201313206215581,-0.0537452360727572,-0.0354125646534236,0.0194519691255552,-0.0127301194559944
"2015-01-23",112.980003,47.18,23.888889,541.950012,17672.599609,0.0203286755913203,0.0659496663071926,0.0577711605582227,0.0616894987956069,0.00919559429119032
"2015-01-30",117.160004,40.400002,22.306396,537.549988,17164.949219,-0.143704917337855,0.0369977065764462,-0.0662438927151446,-0.0081188742551408,-0.0287252810130704
"2015-02-06",118.93,42.41,22.93771,533.880005,17824.289063,0.049752423279583,0.0151075105801466,0.0283019273933809,-0.00682724040912819,0.0384119891989063
"2015-02-13",127.080002,43.869999,23.766834,551.159973,18019.349609,0.0344258193822213,0.0685277221895231,0.0361467644328923,0.032366763763704,0.0109435246090634
"2015-02-20",129.5,43.860001,24.419191,541.799988,18140.439453,-0.000227900620649701,0.0190431064047356,0.0274482078681579,-0.0169823380842644,0.00671998971258758
"2015-02-27",128.460007,43.849998,24.372896,562.630005,18132.699219,-0.000228066570267416,-0.00803083397683402,-0.00189584495243933,0.0384459532324686,-0.000426683930125016
"2015-03-06",126.599998,42.360001,25.197811,572.900024,17856.779297,-0.0339794086193573,-0.0144792845916628,0.0338455881484088,0.0182535927851912,-0.0152167042902736
"2015-03-13",123.589996,41.380001,24.861111,553,17749.310547,-0.0231350325038944,-0.0237756875793947,-0.0133622718259138,-0.0347355963804254,-0.00601837253026105
"2015-03-20",125.900002,42.880001,24.381313,564.950012,18127.650391,0.0362493949673901,0.0186908817441827,-0.0192991375164209,0.021609424954792,0.0213157487440516
"2015-03-27",123.25,40.970001,24.255051,557.549988,17712.660156,-0.0445429094089805,-0.0210484667029632,-0.00517863824643061,-0.013098546495827,-0.0228926654061042
"2015-04-02",125.32,40.290001,23.952021,541.309998,17763.240234,-0.0165975099683304,0.0167951318458417,-0.0124934802239749,-0.0291274152085536,0.00285558902810346
"2015-04-10",127.099998,41.720001,24.132998,548.539978,18057.650391,0.0354926772029618,0.014203622725822,0.00755581334869415,0.0133564501426409,0.0165741246034874
"2015-04-17",124.75,41.619999,23.48064,532.73999,17826.300781,-0.00239697980831788,-0.0184893629974723,-0.0270317844471706,-0.0288037128261962,-0.012811722731951
"2015-04-24",130.279999,47.869999,24.915825,573.659973,18080.140625,0.150168191979053,0.0443286492985973,0.061122056298295,0.0768104211587346,0.014239625322072
"2015-05-01",128.949997,48.66,24.957912,551.159973,18024.060547,0.0165030502716326,-0.0102087965168007,0.00168916742672565,-0.0392218405658225,-0.0031017501004641
"2015-05-08",127.620003,47.75,24.755892,548.950012,18191.109375,-0.0187011919441019,-0.0103140289332461,-0.00809442712996189,-0.00400965438032641,0.00926810180005777
"2015-05-15",128.770004,48.299999,25.00421,546.48999,18272.560547,0.0115183036649216,0.00901113440657109,0.0100306625994329,-0.00448132242685872,0.00447752637406151
"2015-05-22",132.539993,46.900002,25.13468,554.52002,18232.019531,-0.0289854457346883,0.0292769191806503,0.00521792130205267,0.0146938281522777,-0.0022186828110774
"2015-05-29",130.279999,46.860001,25.824915,545.320007,18010.679688,-0.000852899750409475,-0.0170514117953817,0.0274614596247098,-0.0165909483304137,-0.0121401714507631
"2015-06-05",128.649994,46.139999,26.611954,549.530029,17849.460938,-0.015364959125801,-0.0125115521377922,0.0304759570360638,0.00772027790280583,-0.00895128628085118
"2015-06-12",127.169998,45.970001,25.260942,547.469971,17898.839844,-0.00368439539844811,-0.0115040502839043,-0.0507671101490706,-0.0037487632909684,0.00276640881041246
"2015-06-19",126.599998,46.099998,25.744949,557.52002,18015.949219,0.0028278659380494,-0.00448218926605637,0.0191602910136921,0.018357260730927,0.00654284724712229
"2015-06-26",126.75,45.259998,25.690235,553.059998,17946.679688,-0.0182212589250003,0.00118484993972912,-0.002125232409666,-0.00799975218827131,-0.00384490043560648
"2015-07-02",126.440002,44.400002,26.031145,547.340027,17730.109375,-0.0190012381352735,-0.00244574358974359,0.0132700226370057,-0.0103424059246462,-0.0120674306760381
"2015-07-10",123.279999,44.610001,26.25,556.109985,17760.410156,0.0047297069941572,-0.0249921144417572,0.00840742887030133,0.0160228698201896,0.00170900135803609
"2015-07-17",129.619995,46.619999,27.899832,699.619995,18086.449219,0.0450571162282647,0.0514276123574595,0.0628507428571428,0.258060480607986,0.0183576313911789
"2015-07-24",124.5,45.939999,28.23,654.77002,17568.529297,-0.0145860148988849,-0.0395000400979801,0.011834049753418,-0.0641061938202609,-0.0286357988640422
"2015-07-31",121.300003,46.700001,28.120001,657.5,17689.859375,0.0165433612656369,-0.0257027871485943,-0.00389652851576339,0.00416937232404124,0.00690610329122521
"2015-08-07",115.519997,46.740002,28.549999,664.390015,17373.380859,0.000856552444185033,-0.0476505017069125,0.0152915357293195,0.0104791102661597,-0.017890391850557
"2015-08-14",115.959999,47,28.26,689.369995,17477.400391,0.00556264417789287,0.00380888167786209,-0.0101575835431728,0.0375983675793201,0.00598729359841976
"2015-08-21",105.760002,43.07,25.77,644.030029,16459.75,-0.0836170212765958,-0.0879613408758307,-0.0881104033970277,-0.0657701471326729,-0.0582266451665225
"2015-08-28",113.290001,43.93,27.25,659.690002,16643.009766,0.0199674947759461,0.071198930196692,0.057431121459061,0.0243155944518854,0.0111338122389464
"2015-09-04",109.269997,42.610001,26.48,628.960022,16102.379883,-0.0300477805599818,-0.0354841907009957,-0.0282568807339449,-0.046582455254491,-0.0324839010852744
"2015-09-11",114.209999,43.48,26.32,655.299988,16433.089844,0.0204177183661647,0.0452091345806478,-0.00604229607250761,0.0418786013079859,0.0205379554701193
"2015-09-18",113.449997,43.48,26.02,660.919983,16384.580078,0,-0.0066544261155278,-0.0113981762917933,0.00857621715689705,-0.00295195647687108
"2015-09-25",114.709999,43.939999,25.33,640.150024,16314.669922,0.0105795538178473,0.0111062321138713,-0.0265180630284397,-0.0314258299555756,-0.00426682622729346
"2015-10-02",110.379997,45.57,25.530001,656.98999,16472.369141,0.0370960636571702,-0.0377473806795168,0.0078958152388473,0.0263062803540566,0.00966609926856976
"2015-10-09",112.120003,47.110001,24.299999,671.23999,17084.490234,0.0337941847706824,0.0157637800986712,-0.0481786898480732,0.0216898281814004,0.0371604769028895
"2015-10-16",111.040001,47.509998,24.549999,695.320007,17215.970703,0.00849070243067929,-0.00963255414825481,0.0102880662669986,0.0358739308723248,0.00769589652363978
"2015-10-23",119.080002,52.869999,28.16,719.330017,17646.699219,0.112818379828178,0.072406348411326,0.147046889900077,0.0345308775215496,0.0250191245925473
"2015-10-30",119.5,52.639999,27.9,737.390015,17663.539063,-0.00435029325421388,0.00352702379027514,-0.00923295454545459,0.0251066931355375,0.000954277272537718
"2015-11-06",121.059998,54.919998,29.4,761.599976,17910.330078,0.0433130517346703,0.0130543765690376,0.053763440860215,0.0328319620655564,0.0139717762176526
"2015-11-13",112.339996,52.84,28.190001,740.070007,17245.240234,-0.0378732351738249,-0.0720304158604066,-0.0411564285714285,-0.0282693929601698,-0.0371344269538033
"2015-11-20",119.300003,54.189999,29.059999,777,17823.810547,0.0255488077214232,0.0619548446485614,0.0308619357622586,0.0499006751397777,0.0335495652800077
"2015-11-27",117.809998,53.93,29.1,771.969971,17813.390625,-0.00479791483295655,-0.0124895638099859,0.00137649695032671,-0.00647365379665377,-0.000584606864650228
"2015-12-04",119.029999,55.91,29.35,779.210022,17847.630859,0.0367142592249212,0.0103556660785276,0.00859106529209619,0.00937866921251018,0.00192216264274503
"2015-12-11",113.18,54.060001,27.969999,750.419983,17265.210938,-0.0330888749776426,-0.0491472658081766,-0.0470187734241908,-0.0369477267837297,-0.0326328982037583
"2015-12-18",106.029999,54.130001,27.459999,756.849976,17128.550781,0.00129485754171554,-0.0631737144371798,-0.018233822603998,0.00856852581976075,-0.00791534823934381
"2015-12-24",108.029999,55.669998,27.66,765.840027,17552.169922,0.028449971763348,0.0188625862384475,0.00728335787630585,0.0118782470569834,0.0247317561430769
"2015-12-31",105.260002,55.48,27.48,778.01001,17425.029297,-0.00341293347989702,-0.0256409981083126,-0.00650759219088937,0.0158910249803383,-0.00724358444368989
"2016-01-08",96.959999,52.330002,25.75,730.909973,16346.450195,-0.0567771809661138,-0.0788523925735818,-0.0629548762736536,-0.0605391144003403,-0.0618982662018075
"2016-01-15",97.129997,50.990002,25.26,710.48999,15988.080078,-0.0256067255644287,0.00175327972105288,-0.0190291262135922,-0.027937753970146,-0.021923421460007
"2016-01-22",101.419998,52.290001,26.43,745.460022,16093.509766,0.0254951745246059,0.0441676220786871,0.0463182897862231,0.0492195984351587,0.00659426819766007
"2016-01-29",97.339996,55.09,23.459999,761.349976,16466.300781,0.0535475032788775,-0.0402287722387847,-0.112372342035566,0.0213156353540846,0.023164059327045
"2016-02-05",94.019997,50.16,23.200001,703.76001,16204.969727,-0.0894899255763297,-0.0341072440561843,-0.0110826091680566,-0.0756419095230917,-0.0158706595655986
"2016-02-12",93.989998,50.5,22.49,706.890015,15973.839844,0.00677830940988833,-0.000319070420731871,-0.0306034900601945,0.00444754597522534,-0.0142629012515155
"2016-02-19",96.040001,51.82,23.809999,722.109985,16391.990234,0.0261386138613862,0.0218108633218612,0.0586927078701647,0.021530888365993,0.0261771993511668
"2016-02-26",96.910004,51.299999,24.18,724.859985,16639.970703,-0.01003475492088,0.0090587566736906,0.0155397318580315,0.00380828413555312,0.0151281488983346
