"Index","AAPL.Close","MSFT.Close","EBAY.Close","GOOGL.Close","msft_r","aapl_r","ebay_r","googl_r"
"2017-02-01",128.75,63.580002,32.18,815.23999,-0.0165506568739162,0.0609806520145142,0.010995915802702,-0.00603520158491277
"2017-02-02",128.529999,63.169998,31.969999,818.26001,-0.00644863144232055,-0.00170874563106793,-0.00652582349285269,0.00370445517521767
"2017-02-03",129.080002,63.68,32.07,820.130005,0.00807348450446366,0.0042791799912798,0.00312796381382419,0.00228533104043538
"2017-02-06",130.289993,63.639999,32.029999,821.619995,-0.000628156407035174,0.00937396173886018,-0.00124730277517937,0.00181677293955373
"2017-02-07",131.529999,63.43,32.43,829.22998,-0.00329979577780959,0.00951727735529162,0.0124883238366633,0.00926217113301875
"2017-02-08",132.039993,63.34,33.25,829.880005,-0.00141888696200532,0.00387739682108568,0.0252852297255628,0.000783889892644885
"2017-02-09",132.419998,64.059998,33.119999,830.059998,0.0113671929270602,0.00287795380298128,-0.0039098045112782,0.00021689039248507
"2017-02-10",132.119995,64,33.630001,834.849976,-0.00093659072546326,-0.00226554149321168,0.0153986115760449,0.00577064069048183
"2017-02-13",133.289993,64.720001,33.790001,838.960022,0.0112500156249999,0.00885557102844281,0.0047576567125287,0.00492309530832391
"2017-02-14",135.020004,64.57,33.630001,840.030029,-0.00231769155875017,0.012979301454386,-0.00473512859617842,0.00127539688655154
"2017-02-15",135.509995,64.529999,34.009998,837.320007,-0.000619498218986991,0.00362902522207009,0.0112993454861927,-0.00322610133738443
"2017-02-16",135.350006,64.519997,33.540001,842.169983,-0.000154997677901725,-0.001180643538508,-0.013819377466591,0.00579226097484131
"2017-02-17",135.720001,64.620003,33.759998,846.549988,0.00155000007207051,0.00273361642850611,0.00655924249972473,0.00520085622666988
"2017-02-21",136.699997,64.489998,33.919998,849.27002,-0.00201183834671126,0.00722071907441268,0.00473933677365723,0.0032130790131204
"2017-02-22",137.110001,64.360001,33.82,851.359985,-0.0020157699493184,0.00299929779808283,-0.00294805441910695,0.00246089577022857
"2017-02-23",136.529999,64.620003,33.599998,851,0.00403980727097886,-0.00423019470330255,-0.00650508574807807,-0.000422835235790453
"2017-02-24",136.660004,64.620003,34.060001,847.809998,0,0.000952208312841041,0.0136905662911051,-0.00374853349001181
"2017-02-27",136.929993,64.230003,34.279999,849.669983,-0.00603528291386801,0.00197562558244924,0.00645913075575066,0.00219387009399252
"2017-02-28",136.990005,63.98,33.900002,844.929993,-0.00389230870812818,0.000438267750440868,-0.0110850936722605,-0.00557862475412418
"2017-03-01",139.789993,64.940002,34.27,856.75,0.0150047202250705,0.0204393597912491,0.010914394636319,0.0139893329600385
"2017-03-02",138.960007,64.010002,33.91,849.849976,-0.0143209111696672,-0.00593737779212866,-0.0105048147067408,-0.00805371928800702
"2017-03-03",139.779999,64.25,33.740002,849.080017,0.00374938279177051,0.00590092083112825,-0.00501321144205247,-0.000905994024526513
"2017-03-06",139.339996,64.269997,33.639999,847.27002,0.000311237354085669,-0.00314782517633294,-0.00296392987765659,-0.00213171546115887
"2017-03-07",139.520004,64.400002,33.470001,851.150024,0.00202279455528842,0.00129186167049977,-0.00505344842608346,0.00457941849518062
"2017-03-08",139,64.989998,33.32,853.640015,0.00916142828691213,-0.0037270927830535,-0.00448165507972353,0.00292544314138432
"2017-03-09",138.679993,64.730003,33.18,857.840027,-0.00400053866750394,-0.00230220863309361,-0.00420168067226889,0.00492012080759818
"2017-03-10",139.139999,64.93,33.130001,861.409973,0.00308971096448141,0.00331703218358248,-0.00150690174804102,0.00416155213983749
"2017-03-13",139.199997,64.709999,32.810001,864.580017,-0.00338827968581568,0.000431205982688088,-0.00965891911684524,0.00368006419633127
"2017-03-14",138.990005,64.410004,32.860001,865.909973,-0.00463599141764781,-0.00150856325090298,0.00152392558598202,0.00153826826187231
"2017-03-15",140.460007,64.75,32.889999,868.390015,0.00527862100427745,0.0105763144623241,0.000912903198025061,0.00286408758107681
"2017-03-16",140.690002,64.639999,33.099998,870,-0.00169885714285711,0.00163744118281306,0.00638488921814795,0.00185398838331885
"2017-03-17",139.990005,64.870003,33.700001,872.369995,0.00355823025306656,-0.00497545660707288,0.0181269799472497,0.00272413218390799
"2017-03-20",141.460007,64.93,33.810001,867.909973,0.000924880487519264,0.0105007639652559,0.00326409485863222,-0.00511253484824403
"2017-03-21",139.839996,64.209999,33.189999,850.140015,-0.0110888803326661,-0.0114520777593343,-0.0183378285022825,-0.0204744254044884
"2017-03-22",141.419998,65.029999,33.529999,849.799988,0.0127705966791871,0.0112986416275354,0.0102440497211223,-0.000399965880914288
"2017-03-23",140.919998,64.870003,33.52,839.650024,-0.00246034141873519,-0.00353556786219156,-0.000298210566603174,-0.0119439446261794
"2017-03-24",140.639999,64.980003,33.400002,835.140015,0.0016956990120689,-0.00198693587832721,-0.0035798926014321,-0.00537129621995946
"2017-03-27",140.880005,65.099998,33.43,838.51001,0.00184664503631993,0.0017065273158885,0.000898143658793815,0.00403524551508894
"2017-03-28",143.800003,65.290001,33.529999,840.630005,0.00291863296216999,0.0207268448066849,0.00299129524379294,0.00252828824309437
"2017-03-29",144.119995,65.470001,33.650002,849.869995,0.00275693057502013,0.00222525725538403,0.00357897415982644,0.010991744221645
"2017-03-30",143.929993,65.709999,33.700001,849.47998,0.0036657705259544,-0.00131835974598804,0.00148585429504577,-0.000458911365614267
"2017-03-31",143.660004,65.860001,33.57,847.799988,0.00228278804265392,-0.00187583556680926,-0.0038575963247004,-0.00197767109237812
"2017-04-03",143.699997,65.550003,33.759998,856.75,-0.00470692370624159,0.00027838646029843,0.00565975573428656,0.010556749382733
"2017-04-04",144.770004,65.730003,34.139999,852.570007,0.00274599529766606,0.00744611706568099,0.0112559544582911,-0.00487889466005254
"2017-04-05",144.020004,65.559998,33.810001,848.909973,-0.0025864140003159,-0.00518063120313239,-0.00966602254440618,-0.00429294247973699
"2017-04-06",143.660004,65.730003,34.16,845.099976,0.00259312088447605,-0.00249965275657138,0.0103519369904779,-0.00448810488883267
"2017-04-07",143.339996,65.68,33.91,842.099976,-0.000760733268184821,-0.00222753717868451,-0.00731850117096022,-0.00354987585516153
"2017-04-10",143.169998,65.529999,34.060001,841.700012,-0.00228381546894041,-0.00118597742949578,0.00442350339133002,-0.000474960232037747
"2017-04-11",141.630005,65.480003,33.990002,839.880005,-0.000762948279611764,-0.0107563946463139,-0.00205516729139266,-0.0021622988880271
"2017-04-12",141.800003,65.230003,34.27,841.460022,-0.00381795950742392,0.00120029650496734,0.00823765765003515,0.00188124135661494
"2017-04-13",141.050003,64.949997,34.330002,840.179993,-0.00429259523412873,-0.00528913952138632,0.00175086081120512,-0.00152120001727185
"2017-04-17",141.830002,65.480003,34.439999,855.130005,0.00816021592733862,0.00552994670974938,0.00320410700820806,0.0177938205200752
